-27 09:46:39 | ST0=[1110.72kg, 1110.84kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:50:55 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:50:56 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:50:57 | ST0=[1110.96kg, 1111.06kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:50:58 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:50:59 | ST0=[1110.95kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:00 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:01 | ST0=[1110.96kg, 1111.07kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:02 | ST0=[1110.96kg, 1111.06kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:03 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:04 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:05 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:06 | ST0=[1110.96kg, 1111.06kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:07 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:08 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:09 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:10 | ST0=[1110.96kg, 1111.08kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:11 | ST0=[1110.96kg, 1111.07kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:12 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:13 | ST0=[1110.96kg, 1111.06kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:14 | ST0=[1110.96kg, 1111.07kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:15 | ST0=[1110.96kg, 1111.06kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:16 | ST0=[1110.96kg, 1111.07kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:17 | ST0=[1110.96kg, 1111.08kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:18 | ST0=[1110.96kg, 1111.08kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:19 | ST0=[1110.96kg, 1111.08kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:20 | ST0=[1110.96kg, 1111.08kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:21 | ST0=[1110.96kg, 1111.08kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:22 | ST0=[1110.96kg, 1111.08kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:23 | ST0=[1110.97kg, 1111.09kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:24 | ST0=[1110.96kg, 1111.08kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:25 | ST0=[1110.97kg, 1111.08kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:26 | ST0=[1110.96kg, 1111.08kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:27 | ST0=[1110.96kg, 1111.08kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:28 | ST0=[1110.97kg, 1111.08kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:29 | ST0=[1110.97kg, 1111.08kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:30 | ST0=[1110.97kg, 1111.08kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:31 | ST0=[1110.97kg, 1111.08kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:32 | ST0=[1110.97kg, 1111.08kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:33 | ST0=[1110.97kg, 1111.09kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:34 | ST0=[***, ***] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:35 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:36 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:37 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:38 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:39 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:40 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:41 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:42 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:43 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:44 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:45 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:46 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:47 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:48 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:49 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:50 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:51 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:52 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:53 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:54 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:55 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:51:56 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:57 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:58 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:51:59 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:00 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:01 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:02 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:03 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:04 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:05 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:06 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:07 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:08 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:09 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:10 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:11 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:12 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:14 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:15 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:16 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:17 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:18 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:19 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:20 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:21 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:22 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:23 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:24 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:25 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:26 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:27 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:28 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:29 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:30 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:31 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:32 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:33 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:34 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:35 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:36 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:37 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:38 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:39 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:40 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:41 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:42 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:43 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:44 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:45 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:46 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:47 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:48 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:49 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:50 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:51 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:52 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:53 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:54 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:55 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:56 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:57 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:52:58 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:52:59 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:00 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:01 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:02 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:03 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:04 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:05 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:06 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:07 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:08 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:09 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:10 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:11 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:12 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:14 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:15 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:16 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:17 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:18 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:19 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:20 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:21 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:22 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:23 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:24 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:25 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:26 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:27 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:28 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:29 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:30 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:31 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:32 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:33 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:34 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:35 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:36 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:37 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:38 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:39 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:40 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:41 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:42 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:43 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:44 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:45 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:46 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:47 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:48 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:49 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:50 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:51 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:52 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:53 | ST0=[***, ***] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:54 | ST0=[1110.97kg, 1111.08kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:53:55 | ST0=[1110.98kg, 1111.10kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:56 | ST0=[1110.99kg, 1111.11kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:57 | ST0=[1110.99kg, 1111.11kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:58 | ST0=[1110.99kg, 1111.11kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:53:59 | ST0=[1110.99kg, 1111.11kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:00 | ST0=[1110.99kg, 1111.11kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:01 | ST0=[1110.99kg, 1111.12kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:02 | ST0=[1111.00kg, 1111.11kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:03 | ST0=[1111.00kg, 1111.12kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:04 | ST0=[1111.00kg, 1111.12kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:05 | ST0=[1111.00kg, 1111.12kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:06 | ST0=[1111.00kg, 1111.12kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:07 | ST0=[1111.00kg, 1111.12kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:08 | ST0=[1111.00kg, 1111.12kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:09 | ST0=[1111.00kg, 1111.12kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:10 | ST0=[1111.00kg, 1111.12kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:11 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:12 | ST0=[1111.00kg, 1111.12kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:13 | ST0=[1111.00kg, 1111.12kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:14 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:15 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:16 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:17 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:18 | ST0=[1111.01kg, 1111.13kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:19 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:20 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:21 | ST0=[1111.01kg, 1111.12kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:22 | ST0=[1111.01kg, 1111.12kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:23 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:24 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:25 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:26 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:27 | ST0=[1111.01kg, 1111.13kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:28 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:29 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:30 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:31 | ST0=[1111.01kg, 1111.13kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:32 | ST0=[1111.01kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:33 | ST0=[1111.01kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:34 | ST0=[1111.02kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:35 | ST0=[1111.01kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:36 | ST0=[1111.01kg, 1111.14kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:37 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:38 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:39 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:40 | ST0=[1111.02kg, 1111.13kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:41 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:42 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:43 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:44 | ST0=[1111.01kg, 1111.13kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:45 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:46 | ST0=[1111.02kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:47 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:48 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:49 | ST0=[1111.02kg, 1111.13kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:50 | ST0=[1111.01kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:51 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:52 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:53 | ST0=[1111.02kg, 1111.14kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:54 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:55 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:56 | ST0=[1111.02kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:57 | ST0=[1111.02kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:54:58 | ST0=[1111.02kg, 1111.14kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:54:59 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:00 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:01 | ST0=[1111.02kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:02 | ST0=[1111.02kg, 1111.14kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:55:03 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:04 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:05 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:06 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:07 | ST0=[1111.02kg, 1111.14kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:55:08 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:09 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:10 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:11 | ST0=[1111.02kg, 1111.14kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:55:12 | ST0=[1111.02kg, 1111.15kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:13 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:14 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:15 | ST0=[1111.02kg, 1111.15kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 09:55:16 | ST0=[1111.02kg, 1111.14kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 09:55:17 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
